2019-12-30 20:17:14.012  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'sqlSessionFactory' of type [org.apache.ibatis.session.defaults.DefaultSqlSessionFactory] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.015  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'sqlSessionTemplate' of type [org.mybatis.spring.SqlSessionTemplate] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.015  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'userMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.017  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'userMapper' of type [com.sun.proxy.$Proxy88] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.019  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'userServiceImpl' of type [com.hsport.wxprogram.service.impl.UserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.036  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'userRealm' of type [com.hsport.wxprogram.common.shiro.realm.UserRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.042  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'sysuserMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.042  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'sysuserMapper' of type [com.sun.proxy.$Proxy89] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.043  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'sysuserServiceImpl' of type [com.hsport.wxprogram.service.impl.SysuserServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.047  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'SystemAdminRealm' of type [com.hsport.wxprogram.common.shiro.realm.SystemAdminRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.052  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'coachMapper' of type [org.mybatis.spring.mapper.MapperFactoryBean] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.052  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'coachMapper' of type [com.sun.proxy.$Proxy90] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.053  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'coachServiceImpl' of type [com.hsport.wxprogram.service.impl.CoachServiceImpl] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.057  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'coachRealm' of type [com.hsport.wxprogram.common.shiro.realm.CoachRealm] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.061  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'SecurityManager' of type [org.apache.shiro.web.mgt.DefaultWebSecurityManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.073  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'authorizationAttributeSourceAdvisor' of type [org.apache.shiro.spring.security.interceptor.AuthorizationAttributeSourceAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.074  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'txAnoConfig' of type [com.hsport.wxprogram.common.config.TxAnoConfig$$EnhancerBySpringCGLIB$$946b20b5] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.076  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration' of type [org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration$DataSourceTransactionManagerConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.078  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration' of type [org.springframework.boot.autoconfigure.transaction.TransactionAutoConfiguration] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.082  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'spring.transaction-org.springframework.boot.autoconfigure.transaction.TransactionProperties' of type [org.springframework.boot.autoconfigure.transaction.TransactionProperties] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.083  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'platformTransactionManagerCustomizers' of type [org.springframework.boot.autoconfigure.transaction.TransactionManagerCustomizers] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.087  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'transactionManager' of type [org.springframework.jdbc.datasource.DataSourceTransactionManager] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.091  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'txSource' of type [org.springframework.transaction.interceptor.NameMatchTransactionAttributeSource] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.092  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'txInterceptor' of type [org.springframework.transaction.interceptor.TransactionInterceptor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.093  INFO 12092 --- [restartedMain] trationDelegate$BeanPostProcessorChecker : Bean 'pointcutAdvisor' of type [org.springframework.aop.aspectj.AspectJExpressionPointcutAdvisor] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-12-30 20:17:14.425  INFO 12092 --- [restartedMain] o.s.b.w.embedded.tomcat.TomcatWebServer  : Tomcat initialized with port(s): 4396 (http)
2019-12-30 20:17:14.433  INFO 12092 --- [restartedMain] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
2019-12-30 20:17:14.433  INFO 12092 --- [restartedMain] org.apache.catalina.core.StandardEngine  : Starting Servlet engine: [Apache Tomcat/9.0.27]
2019-12-30 20:17:14.507  INFO 12092 --- [restartedMain] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring embedded WebApplicationContext
2019-12-30 20:17:14.507  INFO 12092 --- [restartedMain] o.s.web.context.ContextLoader            : Root WebApplicationContext: initialization completed in 3449 ms
2019-12-30 20:17:15.408  INFO 12092 --- [restartedMain] pertySourcedRequestMappingHandlerMapping : Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
2019-12-30 20:17:15.566  INFO 12092 --- [restartedMain] o.s.s.concurrent.ThreadPoolTaskExecutor  : Initializing ExecutorService 'applicationTaskExecutor'
2019-12-30 20:17:15.596  INFO 12092 --- [restartedMain] o.s.b.d.a.OptionalLiveReloadServer       : LiveReload server is running on port 35729
2019-12-30 20:17:16.071  INFO 12092 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Context refreshed
2019-12-30 20:17:16.083  INFO 12092 --- [restartedMain] d.s.w.p.DocumentationPluginsBootstrapper : Found 1 custom documentation plugin(s)
2019-12-30 20:17:16.118  INFO 12092 --- [restartedMain] s.d.s.w.s.ApiListingReferenceScanner     : Scanning for api listing references
2019-12-30 20:17:16.232  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_1
2019-12-30 20:17:16.238  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_1
2019-12-30 20:17:16.247  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_1
2019-12-30 20:17:16.254  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_2
2019-12-30 20:17:16.258  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_2
2019-12-30 20:17:16.270  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_3
2019-12-30 20:17:16.272  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_1
2019-12-30 20:17:16.277  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_3
2019-12-30 20:17:16.281  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_2
2019-12-30 20:17:16.283  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_1
2019-12-30 20:17:16.287  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_4
2019-12-30 20:17:16.289  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_1
2019-12-30 20:17:16.291  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_4
2019-12-30 20:17:16.297  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_3
2019-12-30 20:17:16.300  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_2
2019-12-30 20:17:16.302  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_1
2019-12-30 20:17:16.307  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_5
2019-12-30 20:17:16.309  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_5
2019-12-30 20:17:16.312  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_1
2019-12-30 20:17:16.316  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_3
2019-12-30 20:17:16.325  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_6
2019-12-30 20:17:16.328  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_2
2019-12-30 20:17:16.333  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_6
2019-12-30 20:17:16.336  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_2
2019-12-30 20:17:16.339  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_4
2019-12-30 20:17:16.343  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_7
2019-12-30 20:17:16.345  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_3
2019-12-30 20:17:16.348  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_7
2019-12-30 20:17:16.351  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_3
2019-12-30 20:17:16.356  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_8
2019-12-30 20:17:16.360  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_8
2019-12-30 20:17:16.363  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_4
2019-12-30 20:17:16.368  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_9
2019-12-30 20:17:16.374  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_9
2019-12-30 20:17:16.379  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_4
2019-12-30 20:17:16.381  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_10
2019-12-30 20:17:16.383  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_2
2019-12-30 20:17:16.385  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_10
2019-12-30 20:17:16.393  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_5
2019-12-30 20:17:16.398  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_11
2019-12-30 20:17:16.401  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_11
2019-12-30 20:17:16.402  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_6
2019-12-30 20:17:16.407  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_5
2019-12-30 20:17:16.408  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_2
2019-12-30 20:17:16.412  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_12
2019-12-30 20:17:16.414  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_4
2019-12-30 20:17:16.418  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_12
2019-12-30 20:17:16.419  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_7
2019-12-30 20:17:16.422  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_6
2019-12-30 20:17:16.423  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_3
2019-12-30 20:17:16.426  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_13
2019-12-30 20:17:16.427  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_5
2019-12-30 20:17:16.429  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_13
2019-12-30 20:17:16.456  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_8
2019-12-30 20:17:16.460  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_7
2019-12-30 20:17:16.461  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_4
2019-12-30 20:17:16.464  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_14
2019-12-30 20:17:16.465  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_6
2019-12-30 20:17:16.469  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_14
2019-12-30 20:17:16.470  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_9
2019-12-30 20:17:16.476  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_15
2019-12-30 20:17:16.478  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_7
2019-12-30 20:17:16.479  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_15
2019-12-30 20:17:16.485  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_5
2019-12-30 20:17:16.489  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_16
2019-12-30 20:17:16.492  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_3
2019-12-30 20:17:16.495  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_16
2019-12-30 20:17:16.499  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_6
2019-12-30 20:17:16.501  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_17
2019-12-30 20:17:16.503  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_17
2019-12-30 20:17:16.506  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_7
2019-12-30 20:17:16.509  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_18
2019-12-30 20:17:16.511  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_4
2019-12-30 20:17:16.512  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_18
2019-12-30 20:17:16.516  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_8
2019-12-30 20:17:16.520  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_19
2019-12-30 20:17:16.521  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_5
2019-12-30 20:17:16.523  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_19
2019-12-30 20:17:16.525  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: selectAreaByCityIDUsingPOST_1
2019-12-30 20:17:16.530  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_10
2019-12-30 20:17:16.535  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_8
2019-12-30 20:17:16.540  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_5
2019-12-30 20:17:16.547  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_20
2019-12-30 20:17:16.551  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_8
2019-12-30 20:17:16.557  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_20
2019-12-30 20:17:16.560  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_11
2019-12-30 20:17:16.565  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_21
2019-12-30 20:17:16.571  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_21
2019-12-30 20:17:16.574  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_12
2019-12-30 20:17:16.580  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_22
2019-12-30 20:17:16.587  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_13
2019-12-30 20:17:16.592  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_9
2019-12-30 20:17:16.593  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_6
2019-12-30 20:17:16.600  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_22
2019-12-30 20:17:16.602  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_9
2019-12-30 20:17:16.604  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_23
2019-12-30 20:17:16.608  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_14
2019-12-30 20:17:16.609  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_7
2019-12-30 20:17:16.614  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_23
2019-12-30 20:17:16.616  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_24
2019-12-30 20:17:16.618  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_9
2019-12-30 20:17:16.621  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_24
2019-12-30 20:17:16.622  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingPOST_6
2019-12-30 20:17:16.623  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_25
2019-12-30 20:17:16.625  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_15
2019-12-30 20:17:16.635  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_25
2019-12-30 20:17:16.638  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_26
2019-12-30 20:17:16.640  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_16
2019-12-30 20:17:16.641  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getAvgAndAllByUserIDUsingPOST_1
2019-12-30 20:17:16.644  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_27
2019-12-30 20:17:16.647  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingPOST_10
2019-12-30 20:17:16.648  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getListByUserIDUsingPOST_1
2019-12-30 20:17:16.657  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_26
2019-12-30 20:17:16.659  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_28
2019-12-30 20:17:16.661  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_17
2019-12-30 20:17:16.665  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_27
2019-12-30 20:17:16.667  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_29
2019-12-30 20:17:16.669  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_18
2019-12-30 20:17:16.670  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getListByUserIDUsingPOST_2
2019-12-30 20:17:16.673  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_28
2019-12-30 20:17:16.675  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_30
2019-12-30 20:17:16.678  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_10
2019-12-30 20:17:16.685  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: jsonUsingPOST_29
2019-12-30 20:17:16.687  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: listUsingGET_10
2019-12-30 20:17:16.689  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: saveUsingPOST_31
2019-12-30 20:17:16.693  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: deleteUsingDELETE_19
2019-12-30 20:17:16.696  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getUsingGET_11
2019-12-30 20:17:16.698  INFO 12092 --- [restartedMain] .d.s.w.r.o.CachingOperationNameGenerator : Generating unique operation named: getByUserIDUsingPOST_8
